310,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700
4.4,2.17,1.45,1.03,0.753,0.542,0.388,0.29,0.233,0.195,0.175,0.301,0.367,0.403,0.559,0.621
6.2,5.04,4.49,4.02,3.63,3.3,3.01,2.76,2.54,2.35,2.18,2.03,1.89,1.77,1.66,1.56
5.471,2.874,1.994,1.453,1.08,0.812,0.614,0.481,0.399,0.347,0.32,0.481,0.551,0.588,0.744,0.85
