310,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700
0.273,0.095,0.054,0.0355,0.0257,0.0241,0.0228,0.0288,0.0469,0.0622,0.0821,0.228,0.296,0.334,0.436,0.582
0.957,0.776,0.689,0.616,0.555,0.504,0.459,0.421,0.387,0.358,0.332,0.309,0.288,0.27,0.253,0.238
0.393,0.163,0.1,0.071,0.053,0.048,0.044,0.05,0.07,0.085,0.107,0.261,0.339,0.389,0.494,0.651
