310,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700
4.9,2.856,2.103,1.613,1.242,0.943,0.709,0.543,0.43,0.348,0.291,0.39,0.436,0.456,0.604,0.651
8.28,6.73,5.99,5.36,4.84,4.39,4.01,3.67,3.38,3.12,2.89,2.69,2.51,2.35,2.2,2.07
6.416,3.958,3.021,2.391,1.907,1.51,1.192,0.958,0.792,0.667,0.576,0.691,0.735,0.747,0.911,0.953
