310,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700
0.181,0.0673,0.0413,0.0295,0.0225,0.0221,0.0216,0.0282,0.0468,0.0622,0.0821,0.228,0.295,0.334,0.435,0.582
0.0226,0.0145,0.0114,0.0092,0.00755,0.00631,0.00536,0.00461,0.00402,0.00354,0.00315,0.00283,0.00256,0.00234,0.00214,0.00198
0.218,0.085,0.053,0.038,0.029,0.027,0.026,0.033,0.052,0.068,0.089,0.242,0.312,0.359,0.471,0.653
