310,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700
3.668,1.287,0.685,0.388,0.236,0.154,0.105,0.081,0.078,0.082,0.095,0.239,0.307,0.346,0.459,0.587
2.83,2.3,2.04,1.83,1.65,1.5,1.36,1.25,1.15,1.06,0.985,0.916,0.855,0.8,0.75,0.705
4.353,1.707,0.997,0.625,0.421,0.302,0.225,0.183,0.172,0.172,0.184,0.358,0.43,0.469,0.5449,0.5449
