310,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700
4.34,1.78,1.05,0.66,0.437,0.297,0.204,0.151,0.127,0.117,0.119,0.259,0.327,0.367,0.499,0.598
3.53,2.87,2.55,2.28,2.06,1.87,1.71,1.56,1.44,1.33,1.23,1.15,1.07,1,0.94,0.883
5.176,2.32,1.466,0.989,0.703,0.514,0.382,0.301,0.26,0.238,0.234,0.425,0.502,0.543,0.695,0.989
