310,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700
0.134,0.048,0.03,0.022,0.017,0.018,0.019,0.026,0.046,0.062,0.082,0.228,0.295,0.334,0.434,0.582
0.0181,0.0108,0.00811,0.0062,0.00482,0.00381,0.00306,0.00249,0.00205,0.0017,0.00143,0.00122,0.00104,0.000899,0.000782,0.000685
0.167,0.063,0.04,0.029,0.023,0.023,0.023,0.03,0.051,0.068,0.089,0.242,0.312,0.359,0.471,0.653
