310,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700
0.221,0.081,0.0481,0.0331,0.0246,0.0235,0.0225,0.0287,0.0469,0.0623,0.0822,0.2278,0.296,0.334,0.435,0.582
0.118,0.0968,0.0872,0.0795,0.0732,0.068,0.0635,0.0597,0.0565,0.0536,0.0511,0.0488,0.0468,0.045,0.0434,0.042
0.271,0.106,0.065,0.046,0.035,0.032,0.03,0.036,0.056,0.072,0.093,0.248,0.319,0.364,0.475,0.653
