395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730
4.61530e-003,9.62640e-003,1.89790e-002,3.08030e-002,4.24590e-002,5.16620e-002,5.28370e-002,4.42870e-002,3.22200e-002,1.47630e-002,-2.33920e-003,-2.91300e-002,-6.06770e-002,-9.62240e-002,-1.37590e-001,-1.74860e-001,-2.12600e-001,-2.37800e-001,-2.56740e-001,-2.77270e-001,-2.91250e-001,-2.95000e-001,-2.97060e-001,-2.67590e-001,-2.17250e-001,-1.47680e-001,-3.51840e-002,1.06140e-001,2.59810e-001,4.19760e-001,5.92590e-001,7.90040e-001,1.00780e+000,1.22830e+000,1.47270e+000,1.74760e+000,2.02140e+000,2.27240e+000,2.48960e+000,2.67250e+000,2.80930e+000,2.87170e+000,2.85250e+000,2.76010e+000,2.59890e+000,2.37430e+000,2.10540e+000,1.81450e+000,1.52470e+000,1.25430e+000,1.00760e+000,7.86420e-001,5.96590e-001,4.43200e-001,3.24100e-001,2.34550e-001,1.68840e-001,1.20860e-001,8.58110e-002,6.02600e-002,4.14800e-002,2.81140e-002,1.91170e-002,1.33050e-002,9.40920e-003,6.51770e-003,4.53770e-003,3.17420e-003
-1.04640e-003,-2.16890e-003,-4.43040e-003,-7.20480e-003,-1.25790e-002,-1.66510e-002,-2.12400e-002,-1.99360e-002,-1.60970e-002,-7.34570e-003,1.36900e-003,1.96100e-002,4.34640e-002,7.09540e-002,1.10220e-001,1.50880e-001,1.97940e-001,2.40420e-001,2.79930e-001,3.33530e-001,4.05210e-001,4.90600e-001,5.96730e-001,7.01840e-001,8.08520e-001,9.10760e-001,9.84820e-001,1.03390e+000,1.05380e+000,1.05120e+000,1.04980e+000,1.03680e+000,9.98260e-001,9.37830e-001,8.80390e-001,8.28350e-001,7.46860e-001,6.49300e-001,5.63170e-001,4.76750e-001,3.84840e-001,3.00690e-001,2.28530e-001,1.65750e-001,1.13730e-001,7.46820e-002,4.65040e-002,2.63330e-002,1.27240e-002,4.50330e-003,9.66110e-005,-1.96450e-003,-2.63270e-003,-2.62620e-003,-2.30270e-003,-1.87000e-003,-1.44240e-003,-1.07550e-003,-7.90040e-004,-5.67650e-004,-3.92740e-004,-2.62310e-004,-1.75120e-004,-1.21400e-004,-8.57600e-005,-5.76770e-005,-3.90030e-005,-2.65110e-005
3.11100e-002,6.23710e-002,1.31610e-001,2.27500e-001,3.58970e-001,5.23960e-001,6.85860e-001,7.96040e-001,8.94590e-001,9.63950e-001,9.98140e-001,9.18750e-001,8.24870e-001,7.85540e-001,6.67230e-001,6.10980e-001,4.88290e-001,3.61950e-001,2.66340e-001,1.95930e-001,1.47300e-001,1.07490e-001,7.67140e-002,5.02480e-002,2.87810e-002,1.33090e-002,2.11700e-003,-4.15740e-003,-8.30320e-003,-1.21910e-002,-1.40390e-002,-1.46810e-002,-1.49470e-002,-1.46130e-002,-1.37820e-002,-1.26500e-002,-1.13560e-002,-9.93170e-003,-8.41480e-003,-7.02100e-003,-5.74370e-003,-4.27430e-003,-2.91320e-003,-2.26930e-003,-1.99660e-003,-1.50690e-003,-9.38220e-004,-5.53160e-004,-3.16680e-004,-1.43190e-004,-4.08310e-006,1.10810e-004,1.91750e-004,2.26560e-004,2.15200e-004,1.63610e-004,9.71640e-005,5.10330e-005,3.52710e-005,3.12110e-005,2.45080e-005,1.65210e-005,1.11240e-005,8.69650e-006,7.43510e-006,6.10570e-006,5.02770e-006,4.12510e-006
